0,0.286478,0
0,0.573148,0
0,0.860008,0
0,1.14706,0
0,1.4343,0
0,1.72173,0
0,2.00936,0
0,2.29717,0
0,2.58518,0
0,2.87338,0
0,3.16177,0
0,3.45034,0
0,3.73911,0
0,4.02808,0
0,4.31723,0
0,4.60657,0
0,4.89611,0
0,5.18583,0
0,5.47575,0
0,5.76585,0
0,6.05615,0
0,6.34664,0
0,6.63732,0
0,6.92819,0
0,7.21925,0
0,7.51051,0
0,7.80195,0
0,8.09358,0
0,8.38541,0
0,8.67743,0
0,8.96964,0
0,9.26203,0
0,9.55462,0
0,9.8474,0
0,10.1404,0
0,10.4335,0
0,10.7269,0
0,11.0204,0
0,11.3142,0
0,11.6081,0
0,11.9022,0
0,12.1965,0
0,12.491,0
0,12.7857,0
0,13.0806,0
0,13.3757,0
0,13.6709,0
0,13.9664,0
0,14.262,0
0,14.5579,0
0,14.8539,0
0,15.1501,0
0,15.4465,0
0,15.7431,0
0,16.0399,0
0,16.3369,0
0,16.6341,0
0,16.9314,0
0,17.229,0
0,17.5267,0
0,17.8247,0
0,18.1228,0
0,18.4211,0
0,18.7196,0
0,19.0183,0
0,19.3172,0
0,19.6163,0
0,19.9156,0
0,20.2151,0
0,20.5147,0
0,20.8146,0
0,21.1146,0
0,21.4148,0
0,21.7152,0
0,22.0159,0
0,22.3167,0
0,22.6177,0
0,22.9188,0
0,23.2202,0
0,23.5218,0
0,23.8235,0
0,24.1255,0
0,24.4276,0
0,24.7299,0
0,25.0325,0
0,25.3352,0
0,25.6381,0
0,25.9412,0
0,26.2445,0
0,26.5479,0
0,26.8516,0
0,27.1555,0
0,27.4595,0
0,27.7638,0
0,28.0682,0
0,28.3728,0
0,28.6776,0
0,28.9826,0
0,29.2878,0
0,29.5932,0
0,29.8988,0
0,30.2045,0
0,30.5105,0
0,30.8167,0
0,31.123,0
0,31.4295,0
0,31.7363,0
0,32.0432,0
0,32.3503,0
0,32.6576,0
0,32.9651,0
0,33.2727,0
0,33.5806,0
0,33.8887,0
0,34.1969,0
0,34.5054,0
0,34.814,0
0,35.1228,0
0,35.4318,0
0,35.741,0
0,36.0504,0
0,36.36,0
0,36.6698,0
0,36.9798,0
0,37.2899,0
0,37.6003,0
0,37.9108,0
0,38.2215,0
0,38.5325,0
0,38.8436,0
0,39.1549,0
0,39.4664,0
0,39.7781,0
0,40.09,0
0,40.402,0
0,40.7143,0
0,41.0267,0
0,41.3394,0
0,41.6522,0
0,41.9652,0
0,42.2785,0
0,42.5919,0
0,42.9055,0
0,43.2193,0
0,43.5332,0
0,43.8474,0
0,44.1618,0
0,44.4763,0
0,44.7911,0
0,45.106,0
0,45.4211,0
0,45.7364,0
0,46.0519,0
0,46.3676,0
0,46.6835,0
0,46.9996,0
0,47.3159,0
0,47.6324,0
0,47.949,0
0,48.2659,0
0,48.5829,0
0,48.9001,0
0,49.2175,0
0,49.5351,0
0,49.8529,0
0,50.1709,0
0,50.4891,0
0,50.8075,0
0,51.1261,0
0,51.4448,0
0,51.7638,0
0,52.0829,0
0,52.4022,0
0,52.7217,0
0,53.0414,0
0,53.3613,0
0,53.6814,0
0,54.0017,0
0,54.3222,0
0,54.6429,0
0,54.9637,0
0,55.2848,0
0,55.606,0
0,55.9274,0
0,56.249,0
0,56.5709,0
0,56.8929,0
0,57.215,0
0,57.5374,0
0,57.86,0
0,58.1828,0
0,58.5057,0
0,58.8289,0
0,59.1522,0
0,59.4757,0
0,59.7995,0
0,60.1234,0
0,60.4475,0
0,60.7718,0
0,61.0963,0
